Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,ID,Item_Outlet_Sales
,Low Fat,0.139419417,Meat,66.0826,1985,Small,Tier 1,Grocery Store,FDS03OUT019,258.3304
18.25,Low Fat,0.015278899,Snack Foods,199.0084,1997,Small,Tier 1,Supermarket Type1,FDB59OUT046,3174.5344
20.35,Low Fat,0.039329257,Household,127.6678,1999,Medium,Tier 1,Supermarket Type1,NCQ42OUT049,2924.8594
16.75,Regular,0.008579863,Meat,72.3038,1999,Medium,Tier 1,Supermarket Type1,FDO15OUT049,960.7494
12.1,Low Fat,0.028164527,Hard Drinks,178.166,1998,,Tier 3,Grocery Store,DRN47OUT010,539.298
18.5,Regular,0,Dairy,144.2102,2004,Small,Tier 2,Supermarket Type1,FDA03OUT035,2041.3428
15,Regular,0.054367971,Canned,58.5904,2004,Small,Tier 2,Supermarket Type1,FDA01OUT035,996.0368
19.5,Regular,0.0273467,Canned,158.992,1997,Small,Tier 1,Supermarket Type1,FDB38OUT046,1757.712
13.65,Low Fat,0.016001434,Breads,230.6668,2007,,Tier 2,Supermarket Type1,FDT59OUT017,1842.9344
13.15,Regular,0.165328057,Fruits and Vegetables,170.6764,2004,Small,Tier 2,Supermarket Type1,FDG08OUT035,3435.528
,Regular,0.013529884,Fruits and Vegetables,106.2596,1985,Medium,Tier 3,Supermarket Type3,FDV56OUT027,1402.1748
20.6,reg,0.030510526,Dairy,211.4244,1997,Small,Tier 1,Supermarket Type1,FDY26OUT046,7833.8028
6.28,Low Fat,0.027699863,Soft Drinks,87.9198,2004,Small,Tier 2,Supermarket Type1,DRE13OUT035,1221.0772
5.925,Regular,0.09646733,Dairy,42.8086,1997,Small,Tier 1,Supermarket Type1,FDE51OUT046,669.129
17.7,Low Fat,0.011636708,Frozen Foods,94.541,2002,,Tier 2,Supermarket Type1,FDL40OUT045,1061.951
18.85,Low Fat,0.141642219,Canned,168.1132,1997,Small,Tier 1,Supermarket Type1,FDD50OUT046,2874.9244
,Low Fat,0.044767801,Dairy,241.8854,1985,Medium,Tier 3,Supermarket Type3,FDC04OUT027,4592.0226
17.5,Low Fat,0.028009382,Meat,141.718,1998,,Tier 3,Grocery Store,FDN15OUT010,419.454
17.7,Low Fat,0.1164455,Snack Foods,182.8266,1987,High,Tier 3,Supermarket Type1,FDC46OUT013,5163.9448
16.1,Regular,0.013584408,Fruits and Vegetables,107.7596,1987,High,Tier 3,Supermarket Type1,FDV56OUT013,323.5788
9.8,Low Fat,0.026950104,Meat,128.402,2009,Medium,Tier 3,Supermarket Type2,FDK43OUT018,1265.02
7.565,Low Fat,0.054751689,Health and Hygiene,54.793,2002,,Tier 2,Supermarket Type1,NCR29OUT045,622.523
17.6,Regular,0.076121831,Meat,111.7202,1997,Small,Tier 1,Supermarket Type1,FDY03OUT046,1125.202
12.15,Regular,0.058516562,Fruits and Vegetables,164.1552,1999,Medium,Tier 1,Supermarket Type1,FDU44OUT049,5198.5664
9.31,low fat,0.037923509,Frozen Foods,61.651,1987,High,Tier 3,Supermarket Type1,FDZ04OUT013,379.506
19.25,Regular,0.058365706,Frozen Foods,82.1908,1999,Medium,Tier 1,Supermarket Type1,FDU16OUT049,2432.8332
9.5,Low Fat,0.031346387,Fruits and Vegetables,110.7228,2002,,Tier 2,Supermarket Type1,FDV07OUT045,1657.842
15.35,Low Fat,0.015663185,Others,143.947,1987,High,Tier 3,Supermarket Type1,NCL19OUT013,3006.087
,Low Fat,0.063750302,Canned,153.4682,1985,Medium,Tier 3,Supermarket Type3,FDW01OUT027,2287.023
,Regular,0.07252476,Snack Foods,120.3098,1985,Medium,Tier 3,Supermarket Type3,FDC10OUT027,1687.1372
17.85,Low Fat,0.038040837,Soft Drinks,189.1188,2007,,Tier 2,Supermarket Type1,DRC12OUT017,3237.1196
7.02,Low Fat,0.049823902,Dairy,82.225,1987,High,Tier 3,Supermarket Type1,DRK39OUT013,2746.425
,Low Fat,0.014560297,Baking Goods,81.425,1985,Medium,Tier 3,Supermarket Type3,FDG24OUT027,1331.6
,Low Fat,0.026408698,Frozen Foods,53.2614,1985,Medium,Tier 3,Supermarket Type3,FDO04OUT027,607.8754
12.3,Low Fat,0.069446588,Soft Drinks,106.3938,2004,Small,Tier 2,Supermarket Type1,DRB25OUT035,857.5504
5.46,Regular,0.03217132,Canned,184.824,2004,Small,Tier 2,Supermarket Type1,FDK26OUT035,4287.752
15.1,Low Fat,0.026046138,Frozen Foods,147.2076,2002,,Tier 2,Supermarket Type1,FDM52OUT045,1773.6912
11.8,Low Fat,0.121848436,Fruits and Vegetables,46.8402,2002,,Tier 2,Supermarket Type1,FDY07OUT045,597.2226
19.25,Low Fat,0.108470504,Household,33.4558,2009,Medium,Tier 3,Supermarket Type2,NCO06OUT018,441.4254
13.65,Regular,0,Snack Foods,55.8588,2002,,Tier 2,Supermarket Type1,FDO10OUT045,1431.47
13.35,Low Fat,0.038494623,Snack Foods,240.2564,1987,High,Tier 3,Supermarket Type1,FDK34OUT013,2860.2768
,Regular,0.122830885,Snack Foods,86.9514,1985,Medium,Tier 3,Supermarket Type3,FDS33OUT027,3364.9532
13.15,Regular,0.038029746,Snack Foods,88.6856,2002,,Tier 2,Supermarket Type1,FDO45OUT045,1757.712
14.3,Regular,0.065207559,Fruits and Vegetables,89.8856,1997,Small,Tier 1,Supermarket Type1,FDF08OUT046,966.7416
12.3,Low Fat,0.037014587,Snack Foods,115.1834,2002,,Tier 2,Supermarket Type1,FDH58OUT045,1958.1178
7.825,Low Fat,0.133281968,Meat,63.2826,1998,,Tier 3,Grocery Store,FDS03OUT010,129.1652
19.1,Low Fat,0.045299563,Dairy,38.8138,2004,Small,Tier 2,Supermarket Type1,DRF03OUT035,365.5242
8.71,low fat,0.121149472,Canned,93.7778,1987,High,Tier 3,Supermarket Type1,FDE02OUT013,1783.6782
19.6,Low Fat,0.094083303,Household,252.2698,1987,High,Tier 3,Supermarket Type1,NCZ06OUT013,2790.3678
19.5,Low Fat,0,Canned,179.3002,1999,Medium,Tier 1,Supermarket Type1,FDW49OUT049,2328.3026
15.85,Low Fat,0,Breads,174.737,2007,,Tier 2,Supermarket Type1,FDR23OUT017,2822.992
,Low Fat,0.035022503,Health and Hygiene,85.1224,1985,Medium,Tier 3,Supermarket Type3,NCJ29OUT027,2045.3376
17.6,Regular,0.016060186,Breads,47.2402,2002,,Tier 2,Supermarket Type1,FDY35OUT045,505.3422
,Regular,0.009014978,Canned,102.699,1985,Medium,Tier 3,Supermarket Type3,FDZ01OUT027,3095.97
19.1,Low Fat,0.096733815,Fruits and Vegetables,233.1958,1997,Small,Tier 1,Supermarket Type1,FDX19OUT046,5141.3076
6.13,Low Fat,0.102607233,Fruits and Vegetables,54.0298,2009,Medium,Tier 3,Supermarket Type2,FDG44OUT018,808.947
6.55,Low Fat,0.024521191,Breads,100.6332,2004,Small,Tier 2,Supermarket Type1,FDQ23OUT035,2665.8632
16.5,Regular,0.160624116,Snack Foods,143.8128,2007,,Tier 2,Supermarket Type1,FDY22OUT017,2588.6304
17,Low Fat,0.052165855,Health and Hygiene,125.073,1987,High,Tier 3,Supermarket Type1,NCN41OUT013,1108.557
10.5,Regular,0,Baking Goods,162.421,2002,,Tier 2,Supermarket Type1,FDA47OUT045,1304.968
8.93,Low Fat,0,Household,55.4614,2002,,Tier 2,Supermarket Type1,NCD19OUT045,331.5684
,Low Fat,0.07753654,Baking Goods,180.866,1985,Medium,Tier 3,Supermarket Type3,FDO36OUT027,3235.788
16.1,Regular,0.024928351,Fruits and Vegetables,95.141,1987,High,Tier 3,Supermarket Type1,FDH20OUT013,3089.312
,LF,0.08071118,Baking Goods,113.1544,1985,Medium,Tier 3,Supermarket Type3,FDN12OUT027,3355.632
5.82,Low Fat,0.080968973,Household,171.379,2009,Medium,Tier 3,Supermarket Type2,NCJ30OUT018,2037.348
16.25,Low Fat,0.057485328,Fruits and Vegetables,126.2046,1999,Medium,Tier 1,Supermarket Type1,FDB09OUT049,1867.569
13.35,Regular,0.149669322,Snack Foods,180.266,2002,,Tier 2,Supermarket Type1,FDA09OUT045,898.83
,Regular,0.024776026,Baking Goods,172.3422,1985,Medium,Tier 3,Supermarket Type3,FDL24OUT027,7759.899
5.15,Regular,0.061165512,Meat,125.6388,2004,Small,Tier 2,Supermarket Type1,FDP03OUT035,2848.2924
,Low Fat,0.041718456,Snack Foods,94.5462,1985,Medium,Tier 3,Supermarket Type3,FDR58OUT027,2868.9322
7.865,Low Fat,0.06100886,Breakfast,166.0526,1987,High,Tier 3,Supermarket Type1,FDO13OUT013,3617.9572
9.895,Low Fat,0.167799329,Soft Drinks,239.4564,2004,Small,Tier 2,Supermarket Type1,DRD49OUT035,5243.8408
17.35,Low Fat,0.167351411,Household,176.0712,2004,Small,Tier 2,Supermarket Type1,NCF42OUT035,2109.2544
8.365,Low Fat,0.071832909,Hard Drinks,36.1506,2004,Small,Tier 2,Supermarket Type1,DRK35OUT035,721.0614
6.675,Low Fat,0.041886576,Snack Foods,92.1462,1987,High,Tier 3,Supermarket Type1,FDR58OUT013,1203.1006
,Regular,0.150341867,Meat,83.1276,1985,Medium,Tier 3,Supermarket Type3,FDQ15OUT027,1868.2348
17.35,Low Fat,0.020542737,Others,80.5618,1987,High,Tier 3,Supermarket Type1,NCP50OUT013,322.2472
16.75,Low Fat,0.045047439,Snack Foods,186.4556,1997,Small,Tier 1,Supermarket Type1,FDV45OUT046,3942.8676
18.85,Low Fat,0.091008572,Hard Drinks,129.6336,1999,Medium,Tier 1,Supermarket Type1,DRP35OUT049,3195.84
6.575,Regular,0.07549348,Breads,143.5444,2004,Small,Tier 2,Supermarket Type1,FDN23OUT035,3338.3212
12.65,Regular,0.156286566,Fruits and Vegetables,238.9538,1999,Medium,Tier 1,Supermarket Type1,FDS44OUT049,4086.0146
15.2,Low Fat,0.033735909,Household,110.9912,2009,Medium,Tier 3,Supermarket Type2,NCI54OUT018,1856.2504
,Regular,0.078547351,Frozen Foods,79.3276,1985,Medium,Tier 3,Supermarket Type3,FDH40OUT027,1380.8692
7.07,Low Fat,0.093653464,Snack Foods,113.3834,2004,Small,Tier 2,Supermarket Type1,FDF46OUT035,1267.0174
13.65,Low Fat,0.036107198,Snack Foods,184.4924,2009,Medium,Tier 3,Supermarket Type2,FDA21OUT018,5182.5872
,Regular,0.109003832,Frozen Foods,145.2418,1985,Small,Tier 1,Grocery Store,FDI41OUT019,147.1418
7.06,Regular,0.073480266,Starchy Foods,58.8904,1998,,Tier 3,Grocery Store,FDE35OUT010,58.5904
11.8,Low Fat,0.113234914,Soft Drinks,186.3924,1987,High,Tier 3,Supermarket Type1,DRJ24OUT013,5367.6796
,Low Fat,0.037711338,Health and Hygiene,41.548,1985,Medium,Tier 3,Supermarket Type3,NCK17OUT027,1358.232
9.3,Low Fat,0.016054884,Dairy,250.2092,2002,,Tier 2,Supermarket Type1,FDA15OUT045,5976.2208
,Low Fat,0.021170542,Baking Goods,117.6124,1985,Medium,Tier 3,Supermarket Type3,FDD36OUT027,2251.7356
,Low Fat,0.065188619,Soft Drinks,181.1634,1985,Small,Tier 1,Grocery Store,DRD60OUT019,181.7634
13.6,Low Fat,0.117537563,Snack Foods,195.4136,1987,High,Tier 3,Supermarket Type1,FDA46OUT013,5443.5808
19.5,Low Fat,0.01430324,Household,57.2614,2002,,Tier 2,Supermarket Type1,NCO54OUT045,1547.3192
19.35,Regular,0.137697119,Baking Goods,47.1034,1998,,Tier 3,Grocery Store,FDL48OUT010,145.8102
,Low Fat,0.047008497,Others,112.0202,1985,Medium,Tier 3,Supermarket Type3,NCM19OUT027,5063.409
13.1,reg,0,Fruits and Vegetables,178.9318,1999,Medium,Tier 1,Supermarket Type1,FDS31OUT049,3067.3406
16.7,Regular,0.060863167,Baking Goods,97.6384,2004,Small,Tier 2,Supermarket Type1,FDV12OUT035,2857.6136
5.785,Regular,0,Fruits and Vegetables,87.1856,2004,Small,Tier 2,Supermarket Type1,FDQ31OUT035,1406.1696
,Low Fat,0.045105407,Meat,89.4172,1985,Small,Tier 1,Grocery Store,FDK55OUT019,178.4344
6.13,Low Fat,0.076855207,Dairy,59.3536,1999,Medium,Tier 1,Supermarket Type1,DRG15OUT049,1470.0864
9.8,Low Fat,0.024482644,Health and Hygiene,116.2492,2009,Medium,Tier 3,Supermarket Type2,NCR17OUT018,2896.23
,Regular,0,Canned,154.6314,1985,Medium,Tier 3,Supermarket Type3,FDV01OUT027,6515.5188
7.42,Low Fat,0.020474913,Snack Foods,248.4092,2009,Medium,Tier 3,Supermarket Type2,FDT21OUT018,996.0368
16.7,Regular,0.062044506,Snack Foods,57.4562,1997,Small,Tier 1,Supermarket Type1,FDT10OUT046,948.0992
,Low Fat,0.220225608,Fruits and Vegetables,85.6198,1985,Small,Tier 1,Grocery Store,FDL56OUT019,87.2198
9,Low Fat,0.079794329,Canned,80.1644,2007,,Tier 2,Supermarket Type1,FDS49OUT017,1178.466
,Regular,0.114916546,Fruits and Vegetables,188.4214,1985,Small,Tier 1,Grocery Store,FDT32OUT019,565.2642
6.36,Low Fat,0.00597362,Household,164.5526,1987,High,Tier 3,Supermarket Type1,NCX42OUT013,2137.8838
17.7,LF,0.146973462,Dairy,184.1292,1998,,Tier 3,Grocery Store,FDX26OUT010,547.2876
16.5,Low Fat,0.07376631,Canned,208.5638,1987,High,Tier 3,Supermarket Type1,FDN02OUT013,2691.8294
,Regular,0.049349121,Frozen Foods,108.6912,1985,Medium,Tier 3,Supermarket Type3,FDJ40OUT027,3057.3536
,low fat,0.328390948,Canned,146.0418,1985,Small,Tier 1,Grocery Store,FDU13OUT019,588.5672
11.85,Low Fat,0.13267058,Dairy,96.4726,1997,Small,Tier 1,Supermarket Type1,DRE27OUT046,978.726
10.195,Regular,0.012455787,Meat,197.511,2004,Small,Tier 2,Supermarket Type1,FDS27OUT035,2356.932
,Regular,0.058142797,Fruits and Vegetables,162.1552,1985,Medium,Tier 3,Supermarket Type3,FDU44OUT027,3086.6488
,Low Fat,0.006289291,Hard Drinks,153.2998,1985,Small,Tier 1,Grocery Store,DRM59OUT019,461.3994
13.65,Low Fat,0.04929502,Fruits and Vegetables,150.505,1999,Medium,Tier 1,Supermarket Type1,FDT08OUT049,2696.49
20.35,low fat,0.054362695,Snack Foods,117.9466,2007,,Tier 2,Supermarket Type1,FDL46OUT017,1649.8524
20.2,Low Fat,0.110356797,Household,62.051,1998,,Tier 3,Grocery Store,NCV30OUT010,126.502
13.85,Regular,0.085274988,Meat,119.6124,1997,Small,Tier 1,Supermarket Type1,FDP51OUT046,2014.7108
8.05,Regular,0.164542555,Dairy,112.2518,1987,High,Tier 3,Supermarket Type1,FDA51OUT013,1707.777
7.365,Low Fat,0.160292264,Snack Foods,94.712,2002,,Tier 2,Supermarket Type1,FDM46OUT045,932.12
12.5,Low Fat,0.112859454,Canned,118.344,2007,,Tier 2,Supermarket Type1,FDK02OUT017,2157.192
7.42,Regular,0.021569566,Seafood,184.8582,2004,Small,Tier 2,Supermarket Type1,FDJ57OUT035,4643.955
,Low Fat,0.073055148,Seafood,33.7216,1985,Medium,Tier 3,Supermarket Type3,FDJ45OUT027,1280.9992
6.235,Low Fat,0.119345629,Household,261.991,2007,,Tier 2,Supermarket Type1,NCB31OUT017,2366.919
12.35,Regular,0.072334667,Dairy,49.1692,1987,High,Tier 3,Supermarket Type1,FDJ03OUT013,886.8456
6.75,Regular,0.108148913,Dairy,95.6752,1987,High,Tier 3,Supermarket Type1,FDT50OUT013,958.752
16.75,Low Fat,0.07585337,Health and Hygiene,36.8532,1999,Medium,Tier 1,Supermarket Type1,NCY41OUT049,1150.5024
19.35,Regular,0.062655235,Baking Goods,163.3184,2002,,Tier 2,Supermarket Type1,FDJ60OUT045,2641.8944
9.6,Regular,0.022278477,Breads,102.499,1997,Small,Tier 1,Supermarket Type1,FDZ35OUT046,1547.985
19.85,Regular,0.020961192,Snack Foods,62.0194,2009,Medium,Tier 3,Supermarket Type2,FDS21OUT018,619.194
15.1,Low Fat,0.025993423,Frozen Foods,147.4076,1997,Small,Tier 1,Supermarket Type1,FDM52OUT046,2808.3444
,Regular,0.018838681,Fruits and Vegetables,62.9536,1985,Medium,Tier 3,Supermarket Type3,FDQ08OUT027,2266.3832
6.59,Low Fat,0.105577348,Fruits and Vegetables,85.6908,2004,Small,Tier 2,Supermarket Type1,FDQ56OUT035,1929.4884
16.75,Low Fat,0.129086113,Breads,89.4856,1999,Medium,Tier 1,Supermarket Type1,FDS47OUT049,1054.6272
15.2,Low Fat,0.113125627,Soft Drinks,38.6848,2002,,Tier 2,Supermarket Type1,DRM48OUT045,1155.8288
13,Regular,0.070699313,Snack Foods,65.7484,2007,,Tier 2,Supermarket Type1,FDW46OUT017,1174.4712
5.86,Regular,0.151467821,Meat,154.1314,2009,Medium,Tier 3,Supermarket Type2,FDW27OUT018,3412.8908
11.395,Low Fat,0.03616416,Health and Hygiene,150.1708,1998,,Tier 3,Grocery Store,NCQ05OUT010,300.9416
20.85,Low Fat,0.062606583,Frozen Foods,192.2478,1998,,Tier 3,Grocery Store,FDU40OUT010,387.4956
,Low Fat,0.0704378,Soft Drinks,112.886,1985,Medium,Tier 3,Supermarket Type3,DRE12OUT027,2942.836
5.035,Regular,0.079844043,Breads,226.3036,1987,High,Tier 3,Supermarket Type1,FDX35OUT013,4098.6648
11.15,Low Fat,0.120139206,Dairy,45.0744,1999,Medium,Tier 1,Supermarket Type1,FDD51OUT049,452.744
6.38,Low Fat,0.032028115,Dairy,178.3344,2009,Medium,Tier 3,Supermarket Type2,FDY27OUT018,3211.8192
8.39,Low Fat,0.120497266,Household,162.2868,1997,Small,Tier 1,Supermarket Type1,NCN06OUT046,2620.5888
5.675,Regular,0.023492524,Snack Foods,155.5288,2004,Small,Tier 2,Supermarket Type1,FDR57OUT035,1414.1592
15.7,Regular,0.122657336,Fruits and Vegetables,110.1544,1999,Medium,Tier 1,Supermarket Type1,FDL32OUT049,1565.9616
13,reg,0.070588037,Snack Foods,65.9484,2009,Medium,Tier 3,Supermarket Type2,FDW46OUT018,1043.9744
,Low Fat,0.073024401,Health and Hygiene,121.844,1985,Medium,Tier 3,Supermarket Type3,NCO17OUT027,3115.944
13.5,Regular,0.159587755,Fruits and Vegetables,145.3102,1987,High,Tier 3,Supermarket Type1,FDR19OUT013,729.051
8.895,Regular,0.088821765,Snack Foods,125.173,2007,,Tier 2,Supermarket Type1,FDJ33OUT017,2956.152
10.895,Low Fat,0.136810742,Dairy,263.0568,1997,Small,Tier 1,Supermarket Type1,FDB15OUT046,527.3136
16.2,Regular,0.128682722,Frozen Foods,178.437,2002,,Tier 2,Supermarket Type1,FDA52OUT045,1058.622
,Regular,0.109459733,Fruits and Vegetables,84.1592,1985,Medium,Tier 3,Supermarket Type3,FDZ08OUT027,1320.9472
15.1,Regular,0.096644015,Meat,131.9942,2007,,Tier 2,Supermarket Type1,FDR27OUT017,3047.3666
7.475,Low Fat,0.013120028,Household,217.6192,1997,Small,Tier 1,Supermarket Type1,NCK42OUT046,1725.7536
,Low Fat,0,Baking Goods,144.847,1985,Small,Tier 1,Grocery Store,FDZ12OUT019,143.147
10.8,Regular,0.048339408,Baking Goods,41.5138,2009,Medium,Tier 3,Supermarket Type2,FDM60OUT018,446.7518
20,Low Fat,0.08165845,Others,35.019,2009,Medium,Tier 3,Supermarket Type2,NCI31OUT018,585.904
14.3,Regular,0.04975339,Meat,210.3586,1999,Medium,Tier 1,Supermarket Type1,FDX39OUT049,6331.758
10.1,Low Fat,0.030379382,Health and Hygiene,153.4656,2007,,Tier 2,Supermarket Type1,NCV05OUT017,1853.5872
17.85,LF,0.065810045,Frozen Foods,149.105,1997,Small,Tier 1,Supermarket Type1,FDX16OUT046,2247.075
9.5,Low Fat,0,Soft Drinks,32.89,1998,,Tier 3,Grocery Store,DRK12OUT010,33.29
20.75,Low Fat,0.025272781,Health and Hygiene,146.6734,2007,,Tier 2,Supermarket Type1,NCA05OUT017,445.4202
12.1,Low Fat,0.019314961,Dairy,164.6526,1998,,Tier 3,Grocery Store,DRG51OUT010,657.8104
20.6,Low Fat,0.071282168,Household,74.4696,2009,Medium,Tier 3,Supermarket Type2,NCR30OUT018,223.7088
7.67,Low Fat,0.184843579,Household,33.1216,1997,Small,Tier 1,Supermarket Type1,NCE31OUT046,727.0536
,Low Fat,0.122896411,Fruits and Vegetables,111.1912,1985,Small,Tier 1,Grocery Store,FDM56OUT019,218.3824
20.6,Low Fat,0.082935004,Baking Goods,119.5756,1987,High,Tier 3,Supermarket Type1,FDP24OUT013,2665.8632
15.35,Low Fat,0.161350176,Soft Drinks,196.6768,1998,,Tier 3,Grocery Store,DRM37OUT010,591.2304
5.46,Regular,0.106968096,Fruits and Vegetables,142.6786,1987,High,Tier 3,Supermarket Type1,FDN56OUT013,2311.6576
9.395,Low Fat,0.159582185,Soft Drinks,224.772,1999,Medium,Tier 1,Supermarket Type1,DRE60OUT049,7017.532
,Low Fat,0.14453827,Canned,180.6002,1985,Small,Tier 1,Grocery Store,FDW49OUT019,895.501
10,Low Fat,0.038685802,Fruits and Vegetables,243.8144,1997,Small,Tier 1,Supermarket Type1,FDM20OUT046,4655.2736
,Low Fat,0.172309903,Meat,98.2042,1985,Small,Tier 1,Grocery Store,FDK15OUT019,198.4084
7.445,Low Fat,0.037690731,Baking Goods,73.3354,1999,Medium,Tier 1,Supermarket Type1,FDK48OUT049,451.4124
,Regular,0.05787008,Breakfast,49.7008,1985,Small,Tier 1,Grocery Store,FDO49OUT019,50.6008
15.5,Regular,0.026409147,Fruits and Vegetables,102.1332,2009,Medium,Tier 3,Supermarket Type2,FDC09OUT018,615.1992
19.85,Low Fat,0.064367627,Health and Hygiene,126.1704,1987,High,Tier 3,Supermarket Type1,NCZ41OUT013,876.1928
11.5,Low Fat,0.173516063,Fruits and Vegetables,128.1652,1997,Small,Tier 1,Supermarket Type1,FDP19OUT046,2454.1388
,Low Fat,0.12898088,Baking Goods,250.4724,1985,Small,Tier 1,Grocery Store,FDQ24OUT019,251.6724
10.5,Low Fat,0.048115543,Hard Drinks,159.0946,2002,,Tier 2,Supermarket Type1,DRL11OUT045,4102.6596
19.7,Low Fat,0.077899109,Baking Goods,177.766,2004,Small,Tier 2,Supermarket Type1,FDO36OUT035,2696.49
,Regular,0.13093275,Frozen Foods,86.9198,1985,Medium,Tier 3,Supermarket Type3,FDN52OUT027,1569.9564
10.3,Regular,0.098464979,Fruits and Vegetables,188.653,1998,,Tier 3,Grocery Store,FDF21OUT010,189.753
20.85,Low Fat,0.037372847,Frozen Foods,192.7478,1987,High,Tier 3,Supermarket Type1,FDU40OUT013,3099.9648
13.35,Low Fat,0.032230526,Meat,61.4194,1999,Medium,Tier 1,Supermarket Type1,FDS51OUT049,743.0328
12.1,Low Fat,0.040357315,Fruits and Vegetables,177.8002,1997,Small,Tier 1,Supermarket Type1,FDE45OUT046,1611.9018
20.1,Low Fat,0.07461309,Dairy,108.7228,2004,Small,Tier 2,Supermarket Type1,FDX50OUT035,1215.7508
,Low Fat,0.160936178,Others,184.2608,1985,Small,Tier 1,Grocery Store,NCN14OUT019,367.5216
21.25,Low Fat,0.019502354,Snack Foods,120.8756,2009,Medium,Tier 3,Supermarket Type2,FDQ21OUT018,3150.5656
,Regular,0.065577449,Snack Foods,181.766,1985,Medium,Tier 3,Supermarket Type3,FDV57OUT027,7370.406
6.655,Low Fat,0.016944719,Fruits and Vegetables,209.2586,1987,High,Tier 3,Supermarket Type1,FDB44OUT013,2954.8204
13.65,Low Fat,0.065576228,Frozen Foods,47.7402,1987,High,Tier 3,Supermarket Type1,FDG52OUT013,643.1628
,Regular,0.02579577,Canned,88.4172,1985,Small,Tier 1,Grocery Store,FDL38OUT019,89.2172
13.6,Low Fat,0.010008699,Household,176.737,1999,Medium,Tier 1,Supermarket Type1,NCS54OUT049,4940.236
15.5,Low Fat,0.053362086,Soft Drinks,41.577,2004,Small,Tier 2,Supermarket Type1,DRL37OUT035,735.709
10.895,Low Fat,0.064621927,Fruits and Vegetables,196.6794,1987,High,Tier 3,Supermarket Type1,FDA43OUT013,1170.4764
19.7,Regular,0.018126724,Meat,101.799,2007,,Tier 2,Supermarket Type1,FDZ39OUT017,1135.189
8.1,Low Fat,0,Fruits and Vegetables,211.8902,2009,Medium,Tier 3,Supermarket Type2,FDG45OUT018,3823.0236
21,Low Fat,0.049263979,Snack Foods,195.0478,1987,High,Tier 3,Supermarket Type1,FDH10OUT013,1549.9824
13.65,Regular,0.021343732,Snack Foods,58.3588,1998,,Tier 3,Grocery Store,FDO10OUT010,114.5176
,LF,0.110681931,Breads,63.2826,1985,Medium,Tier 3,Supermarket Type3,FDS35OUT027,1033.3216
,Regular,0.061955439,Frozen Foods,145.1418,1985,Medium,Tier 3,Supermarket Type3,FDI41OUT027,4561.3958
,LF,0.076483451,Snack Foods,163.1236,1985,Medium,Tier 3,Supermarket Type3,FDN21OUT027,2416.854
13.15,Low Fat,0.024701262,Household,176.8686,2002,,Tier 2,Supermarket Type1,NCO18OUT045,2133.2232
15.25,Low Fat,0.02671821,Snack Foods,85.2198,2009,Medium,Tier 3,Supermarket Type2,FDB34OUT018,1482.7366
19.35,Low Fat,0.016597651,Frozen Foods,121.5098,1987,High,Tier 3,Supermarket Type1,FDD05OUT013,2892.2352
,Low Fat,0.0514111,Breads,33.0558,1985,Medium,Tier 3,Supermarket Type3,FDX59OUT027,984.7182
17.75,Regular,0.112985849,Baking Goods,185.424,1998,,Tier 3,Grocery Store,FDZ23OUT010,745.696
20.7,Regular,0.11411709,Dairy,92.7436,1997,Small,Tier 1,Supermarket Type1,FDX27OUT046,1323.6104
9.5,Low Fat,0,Fruits and Vegetables,110.4228,2007,,Tier 2,Supermarket Type1,FDV07OUT017,1547.3192
11.65,Low Fat,0.175033524,Dairy,55.5298,2007,,Tier 2,Supermarket Type1,FDR14OUT017,647.1576
21.1,Regular,0.020760673,Breakfast,128.7994,2002,,Tier 2,Supermarket Type1,FDO01OUT045,1798.9916
7.865,Low Fat,0.061405051,Breakfast,166.3526,2007,,Tier 2,Supermarket Type1,FDO13OUT017,1973.4312
12.35,Low Fat,0.026676216,Canned,57.0246,2004,Small,Tier 2,Supermarket Type1,FDU25OUT035,1737.738
,Low Fat,0.029380407,Household,114.715,1985,Medium,Tier 3,Supermarket Type3,NCK54OUT027,1864.24
16.25,Low Fat,0.025715562,Fruits and Vegetables,168.1474,1987,High,Tier 3,Supermarket Type1,FDZ56OUT013,1516.0266
12.15,Low Fat,0.065026434,Others,253.704,2007,,Tier 2,Supermarket Type1,NCL55OUT017,5060.08
10.5,Regular,0.066315023,Starchy Foods,78.296,2002,,Tier 2,Supermarket Type1,FDD59OUT045,2157.192
12.8,Regular,0.023664054,Meat,226.0404,2007,,Tier 2,Supermarket Type1,FDJ55OUT017,5400.9696
